id,type,title,director,cast,genres,overview,vote_average,vote_count
s1806,Movie,Dolphin Tale 2,Charles Martin Smith,"['Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson, Nathan Gamble, Austin Stowell, Juliana Harkavy, Charles Martin Smith, Austin Highsmith, Cozi Zuehlsdorff']","['Children & Family Movies, Dramas']","Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies.",6.7,96
s1807,Movie,Domino,Brian De Palma,"['Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani']","['International Movies, Thrillers']","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",6.0,444
s1812,Movie,Don't Be Afraid of the Dark,Troy Nixey,"['Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro']",['Horror Movies'],Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.,5.4,341
s1824,Movie,Donnie Brasco,Mike Newell,"['Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier']","['Dramas, Thrillers']","When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",7.4,1147
s1825,Movie,Doom,Andrzej Bartkowiak,"['Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele']","['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']",A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.,5.0,609
s1829,TV Show,Dope,,[nan],"['Crime TV Shows, Docuseries']","Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",7.2,691
s1834,Movie,Double Jeopardy,Bruce Beresford,"['Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Roma Maffia, Jay Brazeau, Michael Gaston, Daniel Lapaine']",['Thrillers'],"After being framed and serving time for her husband's supposed murder, Libby decides to kill her ""late"" husband for good.",6.2,278
s1837,Movie,Doubt,John Patrick Shanley,"['Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, Lydia Jordan, Lloyd Clay Brown']","['Dramas, Faith & Spirituality']","Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.",7.0,435
s1845,TV Show,Dracula,,"['Claes Bang, Dolly Wells, John Heffernan']","['British TV Shows, International TV Shows, TV Dramas']",The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,7.1,1056
s1879,Movie,Drive,Tarun Mansukhani,"['Jacqueline Fernandez, Sushant Singh Rajput, Boman Irani, Pankaj Tripathi, Vikramjeet Virk, Sapna Pabbi, Vibha Chhibber, Kaustubh Kumar']","['Action & Adventure, International Movies']","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",7.4,3725
s1894,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,"['Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy']",['Comedies'],This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,4.1,210
s1905,Movie,Earth to Echo,Dave Green,"[""Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman""]","['Children & Family Movies, Sci-Fi & Fantasy']","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",5.7,290
s1913,Movie,Easy A,Will Gluck,"['Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka']","['Comedies, Romantic Movies']","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",6.7,2210
s1915,Movie,Eat Pray Love,Ryan Murphy,"[""Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero""]","['Dramas, Romantic Movies']","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",5.8,636
s1998,Movie,Employee of the Month,Greg Coolidge,"['Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams']","['Comedies, Romantic Movies']",Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,5.3,153
s2003,Movie,End of Watch,David Ayer,"['Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara']",['Action & Adventure'],"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",7.2,1170
s2019,Movie,Equilibrium,Kurt Wimmer,"['Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner']","['Action & Adventure, Dramas, Sci-Fi & Fantasy']","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.",6.9,1552
s2038,Movie,Evan Almighty,Tom Shadyac,"['Steve Carell, John Goodman, Molly Shannon, Lauren Graham, Graham Phillips, Johnny Simmons, Morgan Freeman, Wanda Sykes, John Michael Higgins, Jonah Hill, Jimmy Bennett']","['Children & Family Movies, Comedies, Faith & Spirituality']","God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",5.3,1151
s2044,Movie,Event Horizon,Paul W.S. Anderson,"['Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee']","['Horror Movies, Sci-Fi & Fantasy']","After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",6.5,742
s2054,Movie,Evolution,Ivan Reitman,"['David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd']","['Comedies, Sci-Fi & Fantasy']","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",6.4,47
s2056,Movie,Ex Machina,Alex Garland,"['Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan']","['Dramas, Independent Movies, International Movies']","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",7.6,4737
s2060,Movie,Executive Decision,Stuart Baird,"['Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley']",['Action & Adventure'],"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",5.8,256
s2065,Movie,Exit Wounds,Andrzej Bartkowiak,"['Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes']",['Action & Adventure'],Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,5.3,110
s2136,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,"['Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson']","['Comedies, Cult Movies, Dramas']",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,7.2,1301
s2153,Movie,Fiddler on the Roof,Norman Jewison,"['Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock']","['Classic Movies, Dramas, Music & Musicals']","This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia.",7.4,134
s2164,Movie,Final Destination,James Wong,"['Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Tony Todd, Daniel Roebuck, Chad Donella, Roger Guenveur Smith, Amanda Detmer']","['Cult Movies, Horror Movies, Thrillers']","After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",6.4,1378
s2165,Movie,Final Destination 2,David R. Ellis,"[""Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado""]","['Horror Movies, Thrillers']","On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.",5.9,1023
s2166,Movie,Final Destination 3,James Wong,"['Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson, Sam Easton, Jesse Moss, Gina Holden, Texas Battle, Chelan Simmons, Crystal Lowe, Amanda Crew']",['Horror Movies'],"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",5.8,974
s2201,Movie,Fiza,Khalid Mohamed,"['Karisma Kapoor, Jaya Bhaduri, Hrithik Roshan, Neha, Asha Sachdev, Bikram Saluja, Isha Koppikar, Johny Lever, Sushmita Sen, Manoj Bajpayee']","['Dramas, International Movies, Music & Musicals']","Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.",6.1,7
s2203,Movie,Flash of Genius,Marc Abraham,"['Greg Kinnear, Lauren Graham, Dermot Mulroney, Alan Alda, Bill Smitrovich, Mitch Pileggi, Daniel Roebuck, Tim Kelleher, Aaron Abrams, Chuck Shamata, Andrew Gillies']",['Dramas'],A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.,6.3,59
s2222,Movie,For Colored Girls,Tyler Perry,"['Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain']",['Dramas'],This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.,7.0,22
s2243,TV Show,Forget Me Not,,[nan],"['International TV Shows, TV Dramas']","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",5.0,66
s2249,Movie,Four Christmases,Seth Gordon,"['Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek, Jon Voight, Jon Favreau, Mary Steenburgen, Dwight Yoakam, Tim McGraw, Kristin Chenoweth']","['Comedies, Romantic Movies']",A dating couple is forced to spend their first Christmas together visiting each of their four divorced parents – in a single day.,5.3,331
s2252,Movie,Four Weddings and a Funeral,Mike Newell,"['Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave']","['Classic Movies, Comedies, International Movies']","A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man.",6.6,632
s2256,Movie,Frances Ha,Noah Baumbach,"[""Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen""]","['Comedies, Dramas, Independent Movies']","Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",7.2,345
s2275,Movie,Free State of Jones,Gary Ross,"['Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi']","['Action & Adventure, Dramas']",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,6.6,428
s2283,TV Show,Frequency,,"['Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar']","['Crime TV Shows, TV Dramas, TV Mysteries']","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",7.0,462
s2293,TV Show,From Dusk Till Dawn,,"['D.J. Cotrona, Zane Holtz, Eiza Gonzalez, Jesse Garcia, Madison Davenport, Brandon Soo Hoo, Wilmer Valderrama, Robert Patrick, Jake Busey, Samantha Esteban, Don Johnson']","['Classic & Cult TV, TV Action & Adventure, TV Horror']",Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,6.9,1603
s2296,Movie,From Paris with Love,Pierre Morel,"['John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant']","['Action & Adventure, International Movies']",A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.,6.1,675
s2303,Movie,Frozen River,Courtney Hunt,"[""Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky""]","['Dramas, Independent Movies']","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.",6.7,99
s2304,Movie,Fruitvale Station,Ryan Coogler,"[""Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Ariana Neal, Keenan Coogler, Trestin George, Joey Oglesby""]","['Dramas, Independent Movies']","This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009.",7.3,390
s2324,Movie,G-Force,Hoyt Yeatman,"['Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan']","['Children & Family Movies, Comedies']","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.",5.1,510
s2352,Movie,Gangs of New York,Martin Scorsese,"['Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham']",['Dramas'],"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.",7.1,1910
s2383,Movie,Get Him to the Greek,Nicholas Stoller,"['Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal']","['Comedies, Music & Musicals']",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,5.9,612
s2388,TV Show,Get Shorty,,"[""Ray Romano, Chris O'Dowd""]","['Crime TV Shows, TV Comedies, TV Dramas']",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,6.4,302
s2389,Movie,Get Smart,Peter Segal,"['Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray']","['Action & Adventure, Comedies']","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.",6.0,1051
s2400,Movie,Ghost Rider,Mark Steven Johnson,"['Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls']","['Action & Adventure, Sci-Fi & Fantasy']","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles.",5.2,1712
s2466,Movie,GoldenEye,Martin Campbell,"['Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz']",['Action & Adventure'],"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",6.6,1174
s2482,Movie,Good Kill,Andrew Niccol,"['Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas']",['Dramas'],"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",5.9,208
s2485,Movie,Good Luck Chuck,Mark Helfrich,"['Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni']","['Comedies, Romantic Movies']","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",5.5,444
s2494,Movie,GoodFellas,Martin Scorsese,"['Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low']","['Classic Movies, Dramas']",Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.,8.2,3128
s2499,TV Show,Goosebumps,,['R.L. Stine'],"[""Kids' TV, TV Thrillers""]",R.L. Stine's tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books.,6.2,995
s2503,Movie,Gosford Park,Robert Altman,"['Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby']","['Comedies, Dramas, International Movies']","In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.",6.8,246
s2506,Movie,Gothika,Mathieu Kassovitz,"['Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel']","['Horror Movies, Thrillers']","After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.",5.8,629
s2511,Movie,Gran Torino,Clint Eastwood,"['Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker']",['Dramas'],A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.,7.8,3086
s2523,Movie,Grease,Randal Kleiser,"['John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon']","['Classic Movies, Comedies, Music & Musicals']",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,7.2,1581
s2533,Movie,Green Room,Jeremy Saulnier,"['Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox']","['Horror Movies, Thrillers']","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",6.7,683
s2578,Movie,"Hail, Caesar!","Ethan Coen, Joel Coen","['Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill']",['Comedies'],"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film.",5.7,1309
s2579,Movie,Hairspray,Adam Shankman,"['Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller']","['Children & Family Movies, Comedies, Music & Musicals']","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",6.5,709
s2631,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg","['John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcés, Jon Reep, Missi Pyle']","['Comedies, Cult Movies']",Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,6.2,497
s2632,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"['John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard']","['Comedies, Cult Movies']",Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,6.6,693
s2663,Movie,Haywire,Steven Soderbergh,"['Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong']",['Action & Adventure'],A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,5.6,505
s2678,Movie,Heartbreakers,David Mirkin,"['Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis']","['Comedies, Romantic Movies']","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",5.7,254
s2692,Movie,Hellboy,Guillermo del Toro,"['Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor']","['Action & Adventure, Cult Movies, Sci-Fi & Fantasy']","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",6.5,2225
s2701,Movie,Her,Spike Jonze,"['Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday']","['Dramas, Romantic Movies, Sci-Fi & Fantasy']",Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,7.9,4097
s2708,Movie,Hero,Corey Yuen,"['Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen']","['Action & Adventure, International Movies']","A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",7.2,635
s2723,Movie,Hide and Seek,Liu Jie,"['Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui']","['International Movies, Thrillers']","While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",6.1,440
s2738,Movie,Highway,Imtiaz Ali,"['Randeep Hooda, Alia Bhatt, Durgesh Kumar, Pradeep Nagar']","['Action & Adventure, Dramas, International Movies']","City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated.",5.6,37
s2756,Movie,Hit & Run,"David Palmer, Dax Shepard","['Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant']","['Action & Adventure, Comedies, Romantic Movies']","Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.",5.5,224
s2757,Movie,Hitch,Andy Tennant,"['Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan']","['Comedies, Romantic Movies']","Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",6.4,1665
s2800,Movie,Hook,Steven Spielberg,"['Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins, Maggie Smith, Caroline Goodall, Charlie Korsmo, Amber Scott, Laurel Cronin, Phil Collins']",['Children & Family Movies'],"Peter Pan, now grown up and a workaholic, must return to Neverland to save his kids from the clutches of vengeful pirate Captain Hook.",6.6,1532
s2802,Movie,Hop,Tim Hill,"['James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, Hugh Laurie, Tiffany Espensen, David Hasselhoff, Chelsea Handler']","['Children & Family Movies, Comedies']",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,5.5,331
s2824,Movie,Hot Rod,Akiva Schaffer,"['Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam']","['Comedies, Sports Movies']",Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,6.3,313
s2827,Movie,Hotel for Dogs,Thor Freudenthal,"['Emma Roberts, Jake T. Austin, Kyla Pratt, Lisa Kudrow, Kevin Dillon, Don Cheadle, Johnny Simmons, Troy Gentile, Eric Edelstein, Robinne Lee, Ajay Naidu']","['Children & Family Movies, Comedies']","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",5.7,202
s2829,TV Show,Hotel Transylvania,,"['Bryn McAuley, Evany Rosen, Gage Munroe, Joseph Motiki, Dan Chameroy, David Berni, John McGrath']","[""Kids' TV, TV Comedies""]","With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film.",6.8,2566
s2832,Movie,House at the End of the Street,Mark Tonderai,"['Gil Bellows, Max Thieriot, Jennifer Lawrence, Elisabeth Shue, Jordan Hayes, James Thomas, Eva Link, Nolan Gerard Funk, Allie MacDonald, Krista Bridges']","['Horror Movies, Thrillers']",Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.,5.6,555
